block_number,location,Index,has_distraction,trial_type,word,color,correct_key,distraction_file_name,practice_trials_4X5.thisRepN,practice_trials_4X5.thisTrialN,practice_trials_4X5.thisN,practice_trials_4X5.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_stroop.started,key_stroop.keys,key_stroop.corr,key_stroop.rt,key_stroop.stopped,participant,date,expName,psychopyVersion,frameRate,
b1,stroop_trial_condtions/b1.xlsx,0.6478411009005055,0,incongruent,GREEN,red,a,distractors/silence.wav,,,,,0,0,0,0,0,23,23,6,332.97785759999897,a,1,1.3665972999988298,,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.23739699734220088,0,incongruent,GREEN,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,24,24,18,337.4927306999998,d,1,1.373828700001468,339.4926286000009,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.680507855371767,0,incongruent,GREEN,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,25,25,33,341.99104779999834,f,1,1.0381104000007326,343.9913129000015,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.0729145768917061,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,26,26,3,346.50638320000144,d,1,1.5809117999997397,348.50680640000064,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.7336815417486652,0,incongruent,BLUE,green,s,distractors/silence.wav,,,,,0,0,0,0,0,27,27,15,351.0068448999991,s,1,1.4505977000007988,353.0081128999991,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.4017822535991459,0,incongruent,YELLOW,red,a,distractors/silence.wav,,,,,0,0,0,0,0,28,28,12,355.5067889999991,a,1,1.2805563000001712,,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.41931537120590046,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,29,29,38,360.01819049999904,a,1,1.1428058999990753,362.0176724999983,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.922953448054004,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,30,30,40,364.53304650000064,a,1,0.9594281000026967,366.5332793999987,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.5716507137496009,0,incongruent,YELLOW,red,a,distractors/silence.wav,,,,,0,0,0,0,0,31,31,5,369.0319224999985,a,1,1.016167800000403,371.0315813999987,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.9366695365255577,0,incongruent,GREEN,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,32,32,34,373.5299288999995,f,1,0.9905414999993809,375.52971980000075,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.8708935669205526,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,33,33,9,378.0287262999991,a,1,0.8105299999988347,380.0284936999997,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.8969522657404946,0,incongruent,YELLOW,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,34,34,25,382.5438243999997,d,1,1.1937924000012572,384.5437278999998,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.9765691810900071,0,incongruent,YELLOW,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,35,35,39,387.05932250000114,d,1,1.024062500000582,389.05841240000154,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.7089760381977726,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,0,0,0,0,0,36,36,8,391.57467610000094,s,1,1.4717428000003565,,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.24919007739364696,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,37,37,16,396.0737525000004,f,1,1.41140280000036,398.0738964000011,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
b1,stroop_trial_condtions/b1.xlsx,0.5429940223524143,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,38,38,28,400.5572042999993,f,1,0.974011000002065,402.5538678999983,P3,2023-06-08_15h54.44.730,StroopExp,2022.2.5,59.97501440900438,
