block_number,location,Index,has_distraction,trial_type,word,color,correct_key,distraction_file_name,practice_trials_4X5.thisRepN,practice_trials_4X5.thisTrialN,practice_trials_4X5.thisN,practice_trials_4X5.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_stroop.started,key_stroop.stopped,key_stroop.keys,key_stroop.corr,key_stroop.rt,participant,date,expName,psychopyVersion,frameRate,
b1,stroop_trial_condtions/b1.xlsx,0.9350978434171133,0,incongruent,RED,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,0,0,17,246.03251859999727,248.03215900000941,d,1,1.5841349999973318,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.019360950480176498,0,incongruent,YELLOW,green,s,distractors/silence.wav,,,,,0,0,0,0,0,1,1,2,250.54881540000497,,s,1,1.2650793000066187,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.6252124205445847,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,0,0,0,0,0,2,2,24,255.06262320000678,257.0618337000051,s,1,1.0493186999956379,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.5831965246907577,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,3,3,44,259.5612984000036,261.561873300001,d,1,1.361522100007278,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.9765691810900071,0,incongruent,YELLOW,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,4,4,39,264.045068300009,266.0454204999987,d,1,1.2699748000013642,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.0729145768917061,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,5,5,3,268.5415682000021,270.54083670000546,d,1,0.9593888999952469,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.6604351330374253,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,0,0,0,0,0,6,6,4,273.07273220000206,275.0725880999962,s,1,1.869641800003592,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.7336815417486652,0,incongruent,BLUE,green,s,distractors/silence.wav,,,,,0,0,0,0,0,7,7,15,277.57244950000313,,s,1,0.9360477999871364,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.5480879446861618,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,8,8,32,282.08714370000234,284.08583300000464,f,1,0.9880555999989156,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.45159790316989123,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,9,9,22,286.60198449999734,288.601150100003,d,1,1.1324667000008048,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.6869684900918854,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,10,10,45,291.10064770000463,293.09958870000264,f,1,0.9457160999882035,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.922953448054004,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,11,11,40,295.59921020000183,297.5985931000032,a,1,1.3952809999900637,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.6478411009005055,0,incongruent,GREEN,red,a,distractors/silence.wav,,,,,0,0,0,0,0,12,12,6,300.0975735999964,302.09701029999997,None,0,,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.2518748957010212,0,incongruent,GREEN,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,13,13,37,304.6125544000097,306.61208120000083,d,1,1.2638431000086712,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.7445649241064577,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,0,0,0,0,0,14,14,42,309.1124659000052,311.11208560000523,s,1,1.187863599989214,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.4017822535991459,0,incongruent,YELLOW,red,a,distractors/silence.wav,,,,,0,0,0,0,0,15,15,12,313.5959881000017,315.5957856000023,None,0,,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.41931537120590046,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,16,16,38,318.09143570000015,320.0903793000034,a,1,1.130969300007564,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.8708935669205526,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,17,17,9,322.5898459000018,324.5893270000088,a,1,0.9185026000050129,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.832802100155878,0,incongruent,GREEN,red,a,distractors/silence.wav,,,,,0,0,0,0,0,18,18,41,327.10486859999946,329.1044471000059,a,1,1.3277074999932665,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.24919007739364696,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,19,19,16,331.6037243000028,333.6030473999999,f,1,0.9286613000003854,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.8309483305278348,0,incongruent,BLUE,green,s,distractors/silence.wav,,,,,0,0,0,0,0,20,20,46,336.10163119999925,338.10121829999844,s,1,1.919316900006379,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.9836363330757953,0,incongruent,RED,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,21,21,10,340.6004821999959,342.59995660001005,f,1,1.2682667000044603,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.5429940223524143,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,22,22,28,345.1158376000094,347.1151164000039,f,1,0.8225538000115193,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.7089760381977726,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,0,0,0,0,0,23,23,8,349.61397510000097,351.6135428999987,None,0,,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.23739699734220088,0,incongruent,GREEN,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,24,24,18,354.12964909999573,356.12957010000537,d,1,1.624711100012064,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.4930182611236916,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,25,25,7,358.61305680000805,360.6133081000007,d,1,1.3522030000021914,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.07711709789910381,0,incongruent,BLUE,red,a,distractors/silence.wav,,,,,0,0,0,0,0,26,26,35,363.09643830001005,365.10873469999933,a,1,1.1273380000056932,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.674408475762876,0,incongruent,BLUE,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,27,27,26,367.62481979999575,369.6241807000042,f,1,1.32380589999957,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.6671969061834688,0,incongruent,RED,green,s,distractors/silence.wav,,,,,0,0,0,0,0,28,28,36,372.1231855000078,374.12217950000195,s,1,1.469787499998347,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.632437180452533,0,incongruent,RED,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,29,29,19,376.6383935000049,378.63755529999617,d,1,1.2994379000010667,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.870406961301538,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,30,30,11,381.13682100000733,383.135569200007,f,1,1.0102751000085846,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.5430706368691302,0,incongruent,BLUE,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,31,31,1,385.63523080000596,,f,1,1.1325874000031035,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.25693203245358776,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,32,32,30,390.1503381000075,392.14991150000424,d,1,1.574554499995429,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.9769421455207146,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,33,33,13,394.6654522000026,396.6649616000068,d,1,0.8733592000062345,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.5794916014066622,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,34,34,47,399.16405459999805,401.16354290000163,a,1,1.4857438999897568,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.027168618358859753,0,incongruent,RED,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,35,35,27,403.6805740999989,405.6804972999962,f,1,1.5118234999972628,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.9718580164963233,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,36,36,0,408.1640725000034,410.1645351000043,a,1,1.5364747999992687,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.680507855371767,0,incongruent,GREEN,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,37,37,33,412.6596386000019,414.6588892,f,1,1.3736389000114286,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.5716507137496009,0,incongruent,YELLOW,red,a,distractors/silence.wav,,,,,0,0,0,0,0,38,38,5,417.17463910000515,419.1739691999974,a,1,1.3682714000024134,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.35032813659302076,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,0,0,0,0,0,39,39,20,421.68965510001,423.68922519999614,s,1,1.4275998000084655,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.9396621068767484,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,40,40,21,426.20478189999994,428.20400179999706,a,1,1.4617579999903683,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.15319618406080382,0,incongruent,YELLOW,green,s,distractors/silence.wav,,,,,0,0,0,0,0,41,41,31,430.70352300000377,432.7025217000046,s,1,1.5052956999861635,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.004767373540519926,0,incongruent,RED,green,s,distractors/silence.wav,,,,,0,0,0,0,0,42,42,14,435.2352200000023,437.23477690000436,s,1,1.4831766999996034,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
b1,stroop_trial_condtions/b1.xlsx,0.19133216126723684,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,0,0,0,0,0,43,43,43,439.733338799997,441.73288880000473,s,1,0.8897923000040464,P22,2023-06-27_10h40.44.788,StroopExp,2022.2.5,59.91030229415775,
