block_number,location,Index,has_distraction,trial_type,word,color,correct_key,distraction_file_name,practice_trials_4X5.thisRepN,practice_trials_4X5.thisTrialN,practice_trials_4X5.thisN,practice_trials_4X5.thisIndex,Type,direction,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_stroop.started,key_stroop.stopped,key_stroop.keys,key_stroop.corr,key_stroop.rt,participant,date,expName,psychopyVersion,frameRate
b1,stroop_trial_condtions/b1.xlsx,0.199393364,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,,,0,0,0,0,0,10,10,23,172.4969953,174.4962677,f,1,0.7590636,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.870893567,0,congruent,RED,red,a,distractors/silence.wav,,,,,,,0,0,0,0,0,11,11,9,176.9965248,178.9956549,a,1,0.8137814,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.680507855,0,incongruent,GREEN,yellow,f,distractors/silence.wav,,,,,,,0,0,0,0,0,12,12,33,181.4939117,183.4933426,f,1,1.356547,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.922953448,0,congruent,RED,red,a,distractors/silence.wav,,,,,,,0,0,0,0,0,13,13,40,185.9927732,187.9919107,a,1,0.9275043,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.971858016,0,congruent,RED,red,a,distractors/silence.wav,,,,,,,0,0,0,0,0,14,14,0,190.4913075,192.4908588,a,1,0.9462183,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.744564924,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,,,0,0,0,0,0,15,15,42,195.0068206,197.0069345,d,0,1.2433029,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.493018261,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,,,0,0,0,0,0,16,16,7,199.5067299,201.5069112,d,1,1.2166761,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.579491601,0,congruent,RED,red,a,distractors/silence.wav,,,,,,,0,0,0,0,0,17,17,47,204.0029861,206.0025337,a,1,0.9330826,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.401782254,0,incongruent,YELLOW,red,a,distractors/silence.wav,,,,,,,0,0,0,0,0,18,18,12,208.51807,210.5175328,a,1,0.9829836,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.548087945,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,,,0,0,0,0,0,19,19,32,212.999902,214.9994163,f,1,1.5176023,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.256932032,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,,,0,0,0,0,0,20,20,30,217.5151856,219.5144747,d,1,1.0289536,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.542994022,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,,,0,0,0,0,0,21,21,28,221.99723,223.996278,f,1,0.7526021,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.01936095,0,incongruent,YELLOW,green,s,distractors/silence.wav,,,,,,,0,0,0,0,0,22,22,2,226.4953964,228.4945596,s,1,0.9605667,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.004767374,0,incongruent,RED,green,s,distractors/silence.wav,,,,,,,0,0,0,0,0,23,23,14,230.994061,232.9943074,s,1,0.8299808,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.249190077,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,,,0,0,0,0,0,24,24,16,235.4925988,237.4917802,f,1,0.7999659,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.451597903,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,,,0,0,0,0,0,25,25,22,239.9908543,241.9904017,d,1,1.1725782,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.419315371,0,congruent,RED,red,a,distractors/silence.wav,,,,,,,0,0,0,0,0,26,26,38,244.5074071,246.5075705,a,1,1.0099773,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.625212421,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,,,0,0,0,0,0,27,27,24,248.9909333,250.99073,s,1,0.9174278,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.733681542,0,incongruent,BLUE,green,s,distractors/silence.wav,,,,,,,0,0,0,0,0,28,28,15,253.4863208,255.4858616,s,1,0.7209839,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.896952266,0,incongruent,YELLOW,blue,d,distractors/silence.wav,,,,,,,0,0,0,0,0,29,29,25,257.9846514,259.9839085,d,1,1.0792496,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.729684234,0,incongruent,BLUE,red,a,distractors/silence.wav,,,,,,,0,0,0,0,0,30,30,29,262.5160515,264.5156583,a,1,1.1076781,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.935097843,0,incongruent,RED,blue,d,distractors/silence.wav,,,,,,,0,0,0,0,0,31,31,17,266.9982622,268.9974516,d,1,1.2955686,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.976942146,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,,,0,0,0,0,0,32,32,13,271.4965913,273.4960546,d,1,0.8566462,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.667196906,0,incongruent,RED,green,s,distractors/silence.wav,,,,,,,0,0,0,0,0,33,33,36,275.9955681,277.994494,s,1,0.9995852,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.870406961,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,,,0,0,0,0,0,34,34,11,280.4936125,282.4930483,f,1,0.8175572,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.251874896,0,incongruent,GREEN,blue,d,distractors/silence.wav,,,,,,,0,0,0,0,0,35,35,37,284.9923465,286.9922044,d,1,1.2834193,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.077117098,0,incongruent,BLUE,red,a,distractors/silence.wav,,,,,,,0,0,0,0,0,36,36,35,289.5082529,291.508004,a,1,1.9613767,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.939662107,0,congruent,RED,red,a,distractors/silence.wav,,,,,,,0,0,0,0,0,37,37,21,293.9912507,296.0052443,a,1,0.9379421,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.191332161,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,,,0,0,0,0,0,38,38,43,298.4877408,300.4871811,s,1,1.0420591,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.583196525,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,,,0,0,0,0,0,39,39,44,302.9860188,304.9857165,d,1,1.6237944,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.983636333,0,incongruent,RED,yellow,f,distractors/silence.wav,,,,,,,0,0,0,0,0,40,40,10,307.484474,309.4840653,f,1,1.235028,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.027168618,0,incongruent,RED,yellow,f,distractors/silence.wav,,,,,,,0,0,0,0,0,41,41,27,311.9997324,313.9994259,f,1,0.7541122,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.647841101,0,incongruent,GREEN,red,a,distractors/silence.wav,,,,,,,0,0,0,0,0,42,42,6,316.4982608,318.4973984,a,1,1.0134444,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.350328137,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,,,0,0,0,0,0,43,43,20,320.9968758,322.9958246,s,1,0.770873,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.63243718,0,incongruent,RED,blue,d,distractors/silence.wav,,,,,,,0,0,0,0,0,44,44,19,325.5282145,327.5278306,a,0,0.8297585,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.660435133,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,,,0,0,0,0,0,45,45,4,330.026876,332.0263152,d,0,1.3282373,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.571650714,0,incongruent,YELLOW,red,a,distractors/silence.wav,,,,,,,0,0,0,0,0,46,46,5,334.5253603,336.5251955,a,1,1.0829198,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b1,stroop_trial_condtions/b1.xlsx,0.543070637,0,incongruent,BLUE,yellow,f,distractors/silence.wav,,,,,,,0,0,0,0,0,47,47,1,339.0086035,341.0084947,f,1,0.8710791,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.492685632,1,congruent,RED,red,a,distractors/4.wav,,,,,,,0,1,1,1,0,0,0,27,451.452352,453.4735843,a,1,1.0012841,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.329333187,1,incongruent,YELLOW,green,s,distractors/2.wav,,,,,,,0,1,1,1,0,1,1,6,455.9503503,457.9497243,s,1,1.0535127,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.713195007,1,congruent,GREEN,green,s,distractors/2.wav,,,,,,,0,1,1,1,0,2,2,10,460.4658817,,s,1,0.7073557,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.04164908,1,incongruent,RED,yellow,f,distractors/4.wav,,,,,,,0,1,1,1,0,3,3,2,464.9825044,,f,1,1.0843478,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.733185206,1,incongruent,GREEN,blue,d,distractors/4.wav,,,,,,,0,1,1,1,0,4,4,28,469.4961697,471.4952997,d,1,0.9585377,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.42490795,1,congruent,GREEN,green,s,distractors/2.wav,,,,,,,0,1,1,1,0,5,5,4,473.9945481,475.9935344,s,1,0.717804,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.107154682,1,incongruent,BLUE,green,s,distractors/3.wav,,,,,,,0,1,1,1,0,6,6,33,478.4936931,480.4933861,s,1,1.1361935,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.361479091,1,congruent,GREEN,green,s,distractors/1.wav,,,,,,,0,1,1,1,0,7,7,17,482.9935762,484.993803,s,1,0.775605,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.330833954,1,incongruent,BLUE,yellow,f,distractors/4.wav,,,,,,,0,1,1,1,0,8,8,5,487.4901874,489.4892564,f,1,0.8884788,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.796267692,1,incongruent,RED,blue,d,distractors/4.wav,,,,,,,0,1,1,1,0,9,9,46,491.9880173,493.9879121,d,1,1.0777044,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.629589964,1,congruent,RED,red,a,distractors/2.wav,,,,,,,0,1,1,1,0,10,10,11,496.4866663,498.4858813,a,1,0.8243124,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.966821302,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,,,0,1,1,1,0,11,11,21,501.0020758,503.0012245,d,1,0.9352077,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.144418396,1,congruent,GREEN,green,s,distractors/1.wav,,,,,,,0,1,1,1,0,12,12,43,505.5002967,507.5000779,s,1,1.2950496,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.211743172,1,congruent,YELLOW,yellow,f,distractors/2.wav,,,,,,,0,1,1,1,0,13,13,38,509.9988967,511.9982053,f,1,0.8506405,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.25539718,1,congruent,YELLOW,yellow,f,distractors/1.wav,,,,,,,0,1,1,1,0,14,14,45,514.5307843,516.5298428,f,1,0.745822,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.011991742,1,congruent,RED,red,a,distractors/4.wav,,,,,,,0,1,1,1,0,15,15,42,519.0459092,521.0448758,a,1,0.9768695,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.666141953,1,congruent,RED,red,a,distractors/2.wav,,,,,,,0,1,1,1,0,16,16,3,523.5610353,525.5606607,a,1,0.7006712,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.164948028,1,congruent,GREEN,green,s,distractors/4.wav,,,,,,,0,1,1,1,0,17,17,23,528.0441428,530.0440054,s,1,0.8604377,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.566650633,1,incongruent,GREEN,yellow,f,distractors/3.wav,,,,,,,0,1,1,1,0,18,18,0,532.5276284,534.544091,f,1,0.8837116,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.88570862,1,congruent,BLUE,blue,d,distractors/1.wav,,,,,,,0,1,1,1,0,19,19,16,537.0396862,539.0387476,d,1,0.9597321,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.196366522,1,incongruent,GREEN,red,a,distractors/1.wav,,,,,,,0,1,1,1,0,20,20,9,541.5553116,,a,1,0.7827125,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.155643688,1,incongruent,YELLOW,blue,d,distractors/3.wav,,,,,,,0,1,1,1,0,21,21,39,546.0701663,548.0693525,d,1,1.4765271,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.483274464,1,congruent,YELLOW,yellow,f,distractors/1.wav,,,,,,,0,1,1,1,0,22,22,24,550.5682491,552.5678268,f,1,0.8229678,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.324070625,1,congruent,YELLOW,yellow,f,distractors/3.wav,,,,,,,0,1,1,1,0,23,23,15,555.083648,557.0828195,f,1,0.7400188,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.067305336,1,incongruent,BLUE,yellow,f,distractors/3.wav,,,,,,,0,1,1,1,0,24,24,26,559.5819657,561.5815705,f,1,0.9365811,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.522476173,1,incongruent,RED,blue,d,distractors/1.wav,,,,,,,0,1,1,1,0,25,25,20,564.0969547,566.096503,d,1,1.4305489,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.531759185,1,congruent,YELLOW,yellow,f,distractors/2.wav,,,,,,,0,1,1,1,0,26,26,34,568.5961096,570.5948027,f,1,0.820503,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.776926078,1,incongruent,GREEN,blue,d,distractors/4.wav,,,,,,,0,1,1,1,0,27,27,22,573.0946008,575.0945841,d,1,0.8760569,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.858613787,1,incongruent,YELLOW,blue,d,distractors/3.wav,,,,,,,0,1,1,1,0,28,28,44,577.5782574,579.5781664,d,1,1.0092038,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.900567422,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,,,0,1,1,1,0,29,29,30,582.0576698,584.057066,d,1,0.8112136,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.090889572,1,congruent,RED,red,a,distractors/3.wav,,,,,,,0,1,1,1,0,30,30,41,586.5731373,,a,1,1.6320414,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.108398141,1,incongruent,RED,green,s,distractors/1.wav,,,,,,,0,1,1,1,0,31,31,14,591.0715098,593.0703101,s,1,0.9324673,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.128195372,1,incongruent,YELLOW,red,a,distractors/3.wav,,,,,,,0,1,1,1,0,32,32,35,595.5863354,597.5859743,a,1,0.9901723,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.231567411,1,congruent,GREEN,green,s,distractors/4.wav,,,,,,,0,1,1,1,0,33,33,8,600.0848315,,s,1,0.7536962,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.814062715,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,,,0,1,1,1,0,34,34,36,604.6003323,606.5995223,f,0,1.0347934,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.065023824,1,incongruent,GREEN,yellow,f,distractors/1.wav,,,,,,,0,1,1,1,0,35,35,7,609.0983006,611.0975162,f,1,1.3540414,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.340063562,1,congruent,YELLOW,yellow,f,distractors/3.wav,,,,,,,0,1,1,1,0,36,36,12,613.6136058,615.6129529,f,1,0.8034023,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.838430071,1,congruent,RED,red,a,distractors/1.wav,,,,,,,0,1,1,1,0,37,37,25,618.1123808,620.1118639,a,1,0.918326,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.828978616,1,incongruent,RED,yellow,f,distractors/4.wav,,,,,,,0,1,1,1,0,38,38,31,622.6119653,624.612039,f,1,1.1340526,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.500798324,1,incongruent,BLUE,green,s,distractors/1.wav,,,,,,,0,1,1,1,0,39,39,18,627.1120838,629.1122567,s,1,1.0675532,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.767680624,1,congruent,BLUE,blue,d,distractors/3.wav,,,,,,,0,1,1,1,0,40,40,32,631.6076692,633.6062961,d,1,0.9824141,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.488971465,1,incongruent,BLUE,red,a,distractors/4.wav,,,,,,,0,1,1,1,0,41,41,29,636.1227663,638.122153,a,1,1.0264957,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.813514666,1,incongruent,GREEN,red,a,distractors/3.wav,,,,,,,0,1,1,1,0,42,42,40,640.6209257,642.6205263,a,1,0.8957925,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.973471425,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,,,0,1,1,1,0,43,43,1,645.1192927,647.1186881,d,1,0.9778529,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.50307865,1,incongruent,YELLOW,green,s,distractors/4.wav,,,,,,,0,1,1,1,0,44,44,19,649.6349136,651.6339626,s,1,1.3734856,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.295023129,1,incongruent,BLUE,red,a,distractors/1.wav,,,,,,,0,1,1,1,0,45,45,37,654.1498157,656.1493914,a,1,0.8384412,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.087696882,1,incongruent,RED,green,s,distractors/3.wav,,,,,,,0,1,1,1,0,46,46,47,658.6645622,660.6645001,d,0,1.3616832,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b2,stroop_trial_condtions/b2.xlsx,0.034332485,1,incongruent,YELLOW,red,a,distractors/2.wav,,,,,,,0,1,1,1,0,47,47,13,663.1634918,665.1622846,a,1,1.0048543,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b3,stroop_trial_condtions/b1.xlsx,0.542994022,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,,,0,2,2,2,0,0,0,28,742.2531285,744.2524872,f,1,1.6336915,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b3,stroop_trial_condtions/b1.xlsx,0.870406961,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,,,0,2,2,2,0,1,1,11,746.752115,748.7507789,f,1,0.7925866,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b3,stroop_trial_condtions/b1.xlsx,0.68696849,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,,,0,2,2,2,0,2,2,45,751.2501254,753.2496336,f,1,0.6020211,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
b3,stroop_trial_condtions/b1.xlsx,0.579491601,0,congruent,RED,red,a,distractors/silence.wav,,,,,,,0,2,2,2,0,3,3,47,755.7652173,757.7652772,a,1,0.7667422,P6,2023-06-09_13h41.47.888,StroopExp,2022.2.5,60.01097001
