block_number,location,Index,has_distraction,trial_type,word,color,correct_key,distraction_file_name,practice_trials_4X5.thisRepN,practice_trials_4X5.thisTrialN,practice_trials_4X5.thisN,practice_trials_4X5.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_stroop.started,key_stroop.keys,key_stroop.corr,key_stroop.rt,key_stroop.stopped,participant,date,expName,psychopyVersion,frameRate
b2,stroop_trial_condtions/b2.xlsx,0.144418396,1,congruent,GREEN,green,s,distractors/1.wav,,,,,0,1,1,1,0,2,2,43,840.5956006,s,1,0.6678871,842.5923539,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.566650633,1,incongruent,GREEN,yellow,f,distractors/3.wav,,,,,0,1,1,1,0,3,3,0,845.090994,f,1,0.8591648,847.0931824,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.814062715,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,0,1,1,1,0,4,4,36,849.5894316,d,1,1.1059404,851.5888328,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.231567411,1,congruent,GREEN,green,s,distractors/4.wav,,,,,0,1,1,1,0,5,5,8,854.1048487,s,1,1.165767,856.1040662,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.767680624,1,congruent,BLUE,blue,d,distractors/3.wav,,,,,0,1,1,1,0,6,6,32,858.6200899,d,1,0.9675717,860.6194842,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.25539718,1,congruent,YELLOW,yellow,f,distractors/1.wav,,,,,0,1,1,1,0,7,7,45,863.1349129,f,1,0.9471742,865.1345197,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.324070625,1,congruent,YELLOW,yellow,f,distractors/3.wav,,,,,0,1,1,1,0,8,8,15,867.650472,f,1,0.8353057,,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.196366522,1,incongruent,GREEN,red,a,distractors/1.wav,,,,,0,1,1,1,0,9,9,9,872.1653225,a,1,1.0598617,874.1650875,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.488971465,1,incongruent,BLUE,red,a,distractors/4.wav,,,,,0,1,1,1,0,10,10,29,876.6806038,a,1,0.6971245,878.6799272,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.858613787,1,incongruent,YELLOW,blue,d,distractors/3.wav,,,,,0,1,1,1,0,11,11,44,881.179686,d,1,1.4083286,883.1799274,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.164948028,1,congruent,GREEN,green,s,distractors/4.wav,,,,,0,1,1,1,0,12,12,23,885.6631782,s,1,1.8545783,887.6630877,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.067305336,1,incongruent,BLUE,yellow,f,distractors/3.wav,,,,,0,1,1,1,0,13,13,26,890.1424611,f,1,1.6527275,892.1416172,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.776926078,1,incongruent,GREEN,blue,d,distractors/4.wav,,,,,0,1,1,1,0,14,14,22,894.65786,d,1,1.6421846,896.6566137,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.483274464,1,congruent,YELLOW,yellow,f,distractors/1.wav,,,,,0,1,1,1,0,15,15,24,899.1561862,f,1,0.7728992,901.1556306,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.295023129,1,incongruent,BLUE,red,a,distractors/1.wav,,,,,0,1,1,1,0,16,16,37,903.6709989,a,1,0.889048,905.670122,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.211743172,1,congruent,YELLOW,yellow,f,distractors/2.wav,,,,,0,1,1,1,0,17,17,38,908.1862871,f,1,0.7268786,910.1860786,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.838430071,1,congruent,RED,red,a,distractors/1.wav,,,,,0,1,1,1,0,18,18,25,912.6851299,a,1,0.7326439,,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.522476173,1,incongruent,RED,blue,d,distractors/1.wav,,,,,0,1,1,1,0,19,19,20,917.1999731,d,1,0.7873999,919.1992026,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.973471425,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,0,1,1,1,0,20,20,1,921.7154983,d,1,0.7241492,,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.065023824,1,incongruent,GREEN,yellow,f,distractors/1.wav,,,,,0,1,1,1,0,21,21,7,926.2302094,f,1,1.0476156,928.2301323,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.128195372,1,incongruent,YELLOW,red,a,distractors/3.wav,,,,,0,1,1,1,0,22,22,35,930.7138783,a,1,0.8598376,932.7139925,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.340063562,1,congruent,YELLOW,yellow,f,distractors/3.wav,,,,,0,1,1,1,0,23,23,12,935.2140202,f,1,1.5967998,937.2308929,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.108398141,1,incongruent,RED,green,s,distractors/1.wav,,,,,0,1,1,1,0,24,24,14,939.7255297,s,1,1.7462097,941.7252568,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.88570862,1,congruent,BLUE,blue,d,distractors/1.wav,,,,,0,1,1,1,0,25,25,16,944.2245038,d,1,0.7972419,,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.330833954,1,incongruent,BLUE,yellow,f,distractors/4.wav,,,,,0,1,1,1,0,26,26,5,948.7392109,f,1,0.8223227,950.7385384,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.796267692,1,incongruent,RED,blue,d,distractors/4.wav,,,,,0,1,1,1,0,27,27,46,953.2379991,d,1,1.2975866,955.2369267,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.531759185,1,congruent,YELLOW,yellow,f,distractors/2.wav,,,,,0,1,1,1,0,28,28,34,957.7528719,f,1,0.7583234,959.7524195,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.666141953,1,congruent,RED,red,a,distractors/2.wav,,,,,0,1,1,1,0,29,29,3,962.2682607,a,1,0.8168529,,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.900567422,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,0,1,1,1,0,30,30,30,966.7835308,d,1,1.1703883,,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.034332485,1,incongruent,YELLOW,red,a,distractors/2.wav,,,,,0,1,1,1,0,31,31,13,971.2986062,a,1,0.9366673,,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.42490795,1,congruent,GREEN,green,s,distractors/2.wav,,,,,0,1,1,1,0,32,32,4,975.8144047,s,1,0.8670326,977.8145989,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.107154682,1,incongruent,BLUE,green,s,distractors/3.wav,,,,,0,1,1,1,0,33,33,33,980.3145604,s,1,1.0606345,982.3142905,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.011991742,1,congruent,RED,red,a,distractors/4.wav,,,,,0,1,1,1,0,34,34,42,984.8113168,a,1,0.6903241,,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.492685632,1,congruent,RED,red,a,distractors/4.wav,,,,,0,1,1,1,0,35,35,27,989.3256382,a,1,0.8060865,991.3246611,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.087696882,1,incongruent,RED,green,s,distractors/3.wav,,,,,0,1,1,1,0,36,36,47,993.8239839,s,1,1.2823771,,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.361479091,1,congruent,GREEN,green,s,distractors/1.wav,,,,,0,1,1,1,0,37,37,17,998.3396088,s,1,0.6507386,1000.338593,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.090889572,1,congruent,RED,red,a,distractors/3.wav,,,,,0,1,1,1,0,38,38,41,1002.83763,a,1,0.7561468,1004.837141,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.629589964,1,congruent,RED,red,a,distractors/2.wav,,,,,0,1,1,1,0,39,39,11,1007.335848,a,1,0.5600959,1009.335173,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.50307865,1,incongruent,YELLOW,green,s,distractors/4.wav,,,,,0,1,1,1,0,40,40,19,1011.851328,s,1,1.1737937,1013.850732,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.966821302,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,0,1,1,1,0,41,41,21,1016.349931,d,1,0.801612,1018.349323,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.713195007,1,congruent,GREEN,green,s,distractors/2.wav,,,,,0,1,1,1,0,42,42,10,1020.864908,s,1,0.9668203,1022.864951,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.828978616,1,incongruent,RED,yellow,f,distractors/4.wav,,,,,0,1,1,1,0,43,43,31,1025.348665,f,1,1.0529167,1027.348442,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.500798324,1,incongruent,BLUE,green,s,distractors/1.wav,,,,,0,1,1,1,0,44,44,18,1029.831663,s,1,1.1333451,1031.831813,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.155643688,1,incongruent,YELLOW,blue,d,distractors/3.wav,,,,,0,1,1,1,0,45,45,39,1034.326846,None,0,,1036.326283,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.733185206,1,incongruent,GREEN,blue,d,distractors/4.wav,,,,,0,1,1,1,0,46,46,28,1038.825629,d,1,0.8000421,1040.824743,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b2,stroop_trial_condtions/b2.xlsx,0.04164908,1,incongruent,RED,yellow,f,distractors/4.wav,,,,,0,1,1,1,0,47,47,2,1043.34084,f,1,1.3027761,,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b3,stroop_trial_condtions/b1.xlsx,0.936669537,0,incongruent,GREEN,yellow,f,distractors/silence.wav,,,,,0,2,2,2,0,0,0,34,1146.239277,f,1,0.9683767,1148.238698,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b3,stroop_trial_condtions/b1.xlsx,0.733681542,0,incongruent,BLUE,green,s,distractors/silence.wav,,,,,0,2,2,2,0,1,1,15,1150.737849,s,1,1.2322676,,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b3,stroop_trial_condtions/b1.xlsx,0.548087945,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,2,2,2,0,2,2,32,1155.252722,f,1,0.866954,1157.252267,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b3,stroop_trial_condtions/b1.xlsx,0.830948331,0,incongruent,BLUE,green,s,distractors/silence.wav,,,,,0,2,2,2,0,3,3,46,1159.751167,s,1,1.9157629,1161.751303,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b3,stroop_trial_condtions/b1.xlsx,0.971858016,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,2,2,2,0,4,4,0,1164.250161,a,1,0.9691215,1166.250785,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
b3,stroop_trial_condtions/b1.xlsx,0.199393364,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,2,2,2,0,5,5,23,1168.733764,f,1,0.6919542,1170.733668,P18,2023-06-27_14h51.40.061,StroopExp,2022.2.5,60.22180897
