block_number,location,Index,has_distraction,trial_type,word,color,correct_key,distraction_file_name,practice_trials_4X5.thisRepN,practice_trials_4X5.thisTrialN,practice_trials_4X5.thisN,practice_trials_4X5.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_stroop.started,key_stroop.stopped,key_stroop.keys,key_stroop.corr,key_stroop.rt,participant,date,expName,psychopyVersion,frameRate
b1,stroop_trial_condtions/b1.xlsx,0.660435133,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,0,0,0,0,0,18,18,4,312.1016108,314.1006436,s,1,1.3168196,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.667196906,0,incongruent,RED,green,s,distractors/silence.wav,,,,,0,0,0,0,0,19,19,36,316.6168563,,s,1,1.3822279,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.543070637,0,incongruent,BLUE,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,20,20,1,321.1316401,323.1318252,f,1,1.3699888,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.976569181,0,incongruent,YELLOW,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,21,21,39,325.6151454,327.6291844,d,1,1.4340931,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.729684234,0,incongruent,BLUE,red,a,distractors/silence.wav,,,,,0,0,0,0,0,22,22,29,330.0986064,332.1112838,a,1,1.3501032,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.401782254,0,incongruent,YELLOW,red,a,distractors/silence.wav,,,,,0,0,0,0,0,23,23,12,334.6103501,336.610187,a,1,1.2711277,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.744564924,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,0,0,0,0,0,24,24,42,339.1089204,341.108012,s,1,1.853447,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.548087945,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,25,25,32,343.6071609,345.6067948,f,1,1.3002632,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.451597903,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,26,26,22,348.1057926,,d,1,1.7621533,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.027168618,0,incongruent,RED,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,27,27,27,352.6040868,354.6034857,f,1,1.3895207,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.922953448,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,28,28,40,357.1195399,359.1188947,a,1,0.9307625,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.004767374,0,incongruent,RED,green,s,distractors/silence.wav,,,,,0,0,0,0,0,29,29,14,361.6180512,363.6174043,None,0,,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.870406961,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,30,30,11,366.1328268,368.1321397,f,1,1.0047917,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.971858016,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,31,31,0,370.6157219,372.6156198,a,1,0.967162,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.733681542,0,incongruent,BLUE,green,s,distractors/silence.wav,,,,,0,0,0,0,0,32,32,15,375.1159134,377.1159089,None,0,,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.983636333,0,incongruent,RED,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,33,33,10,379.6110657,381.6108873,f,1,1.300998,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.072914577,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,34,34,3,384.1267278,386.1260388,d,1,1.328732,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.68696849,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,35,35,45,388.6260669,,f,1,0.9718762,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.419315371,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,36,36,38,393.139809,395.1395646,a,1,0.8067852,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.199393364,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,37,37,23,397.654932,399.6552912,f,1,1.0015588,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.870893567,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,38,38,9,402.1539518,,a,1,0.8552427,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.680507855,0,incongruent,GREEN,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,39,39,33,406.6694135,408.6684944,f,1,1.1561365,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.579491601,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,40,40,47,411.1673589,413.1667494,a,1,0.9140477,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.256932032,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,41,41,30,415.6827243,417.6829819,d,1,1.2806492,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.976942146,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,42,42,13,420.1827257,422.1828351,d,1,0.9026336,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.583196525,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,43,43,44,424.666422,426.6795395,d,1,0.8728031,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.153196184,0,incongruent,YELLOW,green,s,distractors/silence.wav,,,,,0,0,0,0,0,44,44,31,429.1792824,,s,1,1.4087887,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.674408476,0,incongruent,BLUE,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,45,45,26,433.6933028,435.6925837,f,1,0.9741371,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.896952266,0,incongruent,YELLOW,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,46,46,25,438.1918863,440.1909664,d,1,1.9634606,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b1,stroop_trial_condtions/b1.xlsx,0.936669537,0,incongruent,GREEN,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,47,47,34,442.7233032,444.7230058,f,1,1.436202,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.776926078,1,incongruent,GREEN,blue,d,distractors/4.wav,,,,,0,1,1,1,0,0,0,22,532.8094634,534.8092091,d,1,1.3203174,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.164948028,1,congruent,GREEN,green,s,distractors/4.wav,,,,,0,1,1,1,0,1,1,23,537.3248454,539.3463552,s,1,1.040306,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.128195372,1,incongruent,YELLOW,red,a,distractors/3.wav,,,,,0,1,1,1,0,2,2,35,541.8229358,543.839256,a,1,1.2281278,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.065023824,1,incongruent,GREEN,yellow,f,distractors/1.wav,,,,,0,1,1,1,0,3,3,7,546.3215938,548.3283282,f,1,1.2236904,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.011991742,1,congruent,RED,red,a,distractors/4.wav,,,,,0,1,1,1,0,4,4,42,550.8200605,552.842458,a,1,0.8709873,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.211743172,1,congruent,YELLOW,yellow,f,distractors/2.wav,,,,,0,1,1,1,0,5,5,38,555.3186806,557.3177222,f,1,1.0822175,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.483274464,1,congruent,YELLOW,yellow,f,distractors/1.wav,,,,,0,1,1,1,0,6,6,24,559.8180651,561.8177611,f,1,0.9710914,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.796267692,1,incongruent,RED,blue,d,distractors/4.wav,,,,,0,1,1,1,0,7,7,46,564.3013813,566.3014414,d,1,1.5564053,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.087696882,1,incongruent,RED,green,s,distractors/3.wav,,,,,0,1,1,1,0,8,8,47,568.7975539,,s,1,1.1261506,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.25539718,1,congruent,YELLOW,yellow,f,distractors/1.wav,,,,,0,1,1,1,0,9,9,45,573.3125208,575.3115776,f,1,1.0389893,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.034332485,1,incongruent,YELLOW,red,a,distractors/2.wav,,,,,0,1,1,1,0,10,10,13,577.8107161,579.8101953,a,1,1.1361696,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.858613787,1,incongruent,YELLOW,blue,d,distractors/3.wav,,,,,0,1,1,1,0,11,11,44,582.3259919,584.3254114,d,1,1.294934,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.767680624,1,congruent,BLUE,blue,d,distractors/3.wav,,,,,0,1,1,1,0,12,12,32,586.8409084,588.8402356,d,1,1.1080414,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.813514666,1,incongruent,GREEN,red,a,distractors/3.wav,,,,,0,1,1,1,0,13,13,40,591.3565174,,a,1,1.1623263,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.196366522,1,incongruent,GREEN,red,a,distractors/1.wav,,,,,0,1,1,1,0,14,14,9,595.8712033,597.8707462,a,1,1.3234889,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.900567422,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,0,1,1,1,0,15,15,30,600.3861749,602.3857765,d,1,1.1015611,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.713195007,1,congruent,GREEN,green,s,distractors/2.wav,,,,,0,1,1,1,0,16,16,10,604.9016221,606.9018577,s,1,1.1599723,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.500798324,1,incongruent,BLUE,green,s,distractors/1.wav,,,,,0,1,1,1,0,17,17,18,609.3852893,611.3854466,s,1,1.2355876,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.324070625,1,congruent,YELLOW,yellow,f,distractors/3.wav,,,,,0,1,1,1,0,18,18,15,613.8817825,615.8807696,f,1,1.1271076,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.492685632,1,congruent,RED,red,a,distractors/4.wav,,,,,0,1,1,1,0,19,19,27,618.3969299,620.3962285,a,1,0.8187422,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.090889572,1,congruent,RED,red,a,distractors/3.wav,,,,,0,1,1,1,0,20,20,41,622.9124453,624.9117707,a,1,1.0682689,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.361479091,1,congruent,GREEN,green,s,distractors/1.wav,,,,,0,1,1,1,0,21,21,17,627.4104341,629.4097861,s,1,1.3432319,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.531759185,1,congruent,YELLOW,yellow,f,distractors/2.wav,,,,,0,1,1,1,0,22,22,34,631.9257995,,f,1,1.0094563,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.814062715,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,0,1,1,1,0,23,23,36,636.4409263,638.440394,d,1,1.4459211,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.04164908,1,incongruent,RED,yellow,f,distractors/4.wav,,,,,0,1,1,1,0,24,24,2,640.9559322,642.9555966,f,1,1.3097718,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.144418396,1,congruent,GREEN,green,s,distractors/1.wav,,,,,0,1,1,1,0,25,25,43,645.4544326,647.4536685,s,1,1.5966474,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.155643688,1,incongruent,YELLOW,blue,d,distractors/3.wav,,,,,0,1,1,1,0,26,26,39,649.9701127,651.9690386,d,1,1.2865295,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.330833954,1,incongruent,BLUE,yellow,f,distractors/4.wav,,,,,0,1,1,1,0,27,27,5,654.4527896,656.4527709,f,1,1.1019636,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.828978616,1,incongruent,RED,yellow,f,distractors/4.wav,,,,,0,1,1,1,0,28,28,31,658.9359603,660.9362753,f,1,1.1236486,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.838430071,1,congruent,RED,red,a,distractors/1.wav,,,,,0,1,1,1,0,29,29,25,663.4318558,665.4310891,a,1,0.8727485,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.488971465,1,incongruent,BLUE,red,a,distractors/4.wav,,,,,0,1,1,1,0,30,30,29,667.9470381,669.9462098,a,1,0.9181745,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.973471425,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,0,1,1,1,0,31,31,1,672.4452632,674.4449579,d,1,1.0665196,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.067305336,1,incongruent,BLUE,yellow,f,distractors/3.wav,,,,,0,1,1,1,0,32,32,26,676.9437151,678.9429071,f,1,0.9260909,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.966821302,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,0,1,1,1,0,33,33,21,681.4583644,683.4581599,d,1,1.0701718,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.329333187,1,incongruent,YELLOW,green,s,distractors/2.wav,,,,,0,1,1,1,0,34,34,6,685.9574107,687.956812,s,1,1.1117036,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.295023129,1,incongruent,BLUE,red,a,distractors/1.wav,,,,,0,1,1,1,0,35,35,37,690.4558212,692.4553157,a,1,1.0809096,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.50307865,1,incongruent,YELLOW,green,s,distractors/4.wav,,,,,0,1,1,1,0,36,36,19,694.954423,696.9537927,s,1,1.2884797,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.107154682,1,incongruent,BLUE,green,s,distractors/3.wav,,,,,0,1,1,1,0,37,37,33,699.452882,701.4529105,s,1,1.0563064,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.231567411,1,congruent,GREEN,green,s,distractors/4.wav,,,,,0,1,1,1,0,38,38,8,703.9531358,705.9531731,s,1,0.9002182,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.42490795,1,congruent,GREEN,green,s,distractors/2.wav,,,,,0,1,1,1,0,39,39,4,708.4495621,710.4485118,s,1,0.790937,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.566650633,1,incongruent,GREEN,yellow,f,distractors/3.wav,,,,,0,1,1,1,0,40,40,0,712.9647523,714.9644652,f,1,1.1526718,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.666141953,1,congruent,RED,red,a,distractors/2.wav,,,,,0,1,1,1,0,41,41,3,717.4634292,719.4628175,a,1,0.8001004,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.340063562,1,congruent,YELLOW,yellow,f,distractors/3.wav,,,,,0,1,1,1,0,42,42,12,721.9620391,723.9612258,f,1,0.9969319,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.733185206,1,incongruent,GREEN,blue,d,distractors/4.wav,,,,,0,1,1,1,0,43,43,28,726.4601265,,d,1,1.220336,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.629589964,1,congruent,RED,red,a,distractors/2.wav,,,,,0,1,1,1,0,44,44,11,730.9750388,732.9745284,a,1,0.8519795,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.108398141,1,incongruent,RED,green,s,distractors/1.wav,,,,,0,1,1,1,0,45,45,14,735.4906779,737.4900142,s,1,1.1424188,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.88570862,1,congruent,BLUE,blue,d,distractors/1.wav,,,,,0,1,1,1,0,46,46,16,739.9886226,741.9881807,d,1,1.1688071,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b2,stroop_trial_condtions/b2.xlsx,0.522476173,1,incongruent,RED,blue,d,distractors/1.wav,,,,,0,1,1,1,0,47,47,20,744.4874809,746.48682,d,1,1.3918864,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b3,stroop_trial_condtions/b1.xlsx,0.579491601,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,2,2,2,0,0,0,47,814.2467026,816.2461762,a,1,0.961521,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b3,stroop_trial_condtions/b1.xlsx,0.870893567,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,2,2,2,0,1,1,9,818.7621824,820.7615981,a,1,0.7499389,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b3,stroop_trial_condtions/b1.xlsx,0.548087945,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,2,2,2,0,2,2,32,823.2766883,825.2763286,f,1,1.0502794,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b3,stroop_trial_condtions/b1.xlsx,0.153196184,0,incongruent,YELLOW,green,s,distractors/silence.wav,,,,,0,2,2,2,0,3,3,31,827.7920507,829.7916666,s,1,1.5128903,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b3,stroop_trial_condtions/b1.xlsx,0.493018261,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,2,2,2,0,4,4,7,832.2907853,834.2902633,d,1,1.0008168,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
b3,stroop_trial_condtions/b1.xlsx,0.625212421,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,0,2,2,2,0,5,5,24,836.7893308,838.7889155,s,1,1.1457259,P2,2023-06-08_15h10.16.156,StroopExp,2022.2.5,59.80110154
