block_number,location,Index,has_distraction,trial_type,word,color,correct_key,distraction_file_name,practice_trials_4X5.thisRepN,practice_trials_4X5.thisTrialN,practice_trials_4X5.thisN,practice_trials_4X5.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_stroop.started,key_stroop.stopped,key_stroop.keys,key_stroop.corr,key_stroop.rt,participant,date,expName,psychopyVersion,frameRate
b1,stroop_trial_condtions/b1.xlsx,0.543070637,0,incongruent,BLUE,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,29,29,1,539.6277649,541.6268124,f,1,0.7666919,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.939662107,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,30,30,21,544.1263506,546.1255104,a,1,0.6187925,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.419315371,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,31,31,38,548.641022,550.6408057,a,1,0.7178338,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.542994022,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,32,32,28,553.1564517,555.1556882,f,1,0.7425898,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.733681542,0,incongruent,BLUE,green,s,distractors/silence.wav,,,,,0,0,0,0,0,33,33,15,557.6716943,559.6710284,s,1,0.6164872,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.548087945,0,congruent,YELLOW,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,34,34,32,562.1703114,564.1692213,f,1,0.7332669,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.935097843,0,incongruent,RED,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,35,35,17,566.6851962,568.6845213,d,1,1.1533385,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.493018261,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,36,36,7,571.1835025,573.1830637,d,1,0.6048454,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.077117098,0,incongruent,BLUE,red,a,distractors/silence.wav,,,,,0,0,0,0,0,37,37,35,575.6987388,577.6989989,a,1,0.7304055,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.674408476,0,incongruent,BLUE,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,38,38,26,580.1823247,582.1823158,f,1,0.6710702,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.983636333,0,incongruent,RED,yellow,f,distractors/silence.wav,,,,,0,0,0,0,0,39,39,10,584.6656338,586.6781755,f,1,0.7910022,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.571650714,0,incongruent,YELLOW,red,a,distractors/silence.wav,,,,,0,0,0,0,0,40,40,5,589.1775331,591.184904,a,1,0.7828236,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.729684234,0,incongruent,BLUE,red,a,distractors/silence.wav,,,,,0,0,0,0,0,41,41,29,593.6760259,595.6754148,a,1,0.6590702,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.583196525,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,42,42,44,598.1919471,,d,1,1.1406257,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.451597903,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,0,0,0,0,43,43,22,602.7062094,604.7053217,d,1,0.6871549,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.870893567,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,0,0,0,0,44,44,9,607.2048588,609.2042975,a,1,0.7055122,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.830948331,0,incongruent,BLUE,green,s,distractors/silence.wav,,,,,0,0,0,0,0,45,45,46,611.720088,613.7204002,s,1,1.0091421,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.8328021,0,incongruent,GREEN,red,a,distractors/silence.wav,,,,,0,0,0,0,0,46,46,41,616.2353746,618.2344938,a,1,0.7599116,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b1,stroop_trial_condtions/b1.xlsx,0.708976038,0,congruent,GREEN,green,s,distractors/silence.wav,,,,,0,0,0,0,0,47,47,8,620.750283,622.749277,s,1,0.6121725,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.838430071,1,congruent,RED,red,a,distractors/1.wav,,,,,0,1,1,1,0,0,0,25,697.2579729,699.2568969,a,1,0.6592453,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.065023824,1,incongruent,GREEN,yellow,f,distractors/1.wav,,,,,0,1,1,1,0,1,1,7,701.7728685,703.7969469,f,1,0.789715,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.488971465,1,incongruent,BLUE,red,a,distractors/4.wav,,,,,0,1,1,1,0,2,2,29,706.2713155,708.2921672,a,1,0.7392894,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.531759185,1,congruent,YELLOW,yellow,f,distractors/2.wav,,,,,0,1,1,1,0,3,3,34,710.7697543,712.7692515,f,1,0.805869,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.796267692,1,incongruent,RED,blue,d,distractors/4.wav,,,,,0,1,1,1,0,4,4,46,715.2684272,717.2674862,d,1,0.7903236,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.828978616,1,incongruent,RED,yellow,f,distractors/4.wav,,,,,0,1,1,1,0,5,5,31,719.7680055,721.7907297,f,1,0.765775,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.858613787,1,incongruent,YELLOW,blue,d,distractors/3.wav,,,,,0,1,1,1,0,6,6,44,724.2513275,726.2505941,d,1,0.7956535,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.88570862,1,congruent,BLUE,blue,d,distractors/1.wav,,,,,0,1,1,1,0,7,7,16,728.7645427,,d,1,0.6498106,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.011991742,1,congruent,RED,red,a,distractors/4.wav,,,,,0,1,1,1,0,8,8,42,733.2792814,,a,1,0.6957936,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.966821302,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,0,1,1,1,0,9,9,21,737.7942459,739.7936214,d,1,0.6647708,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.629589964,1,congruent,RED,red,a,distractors/2.wav,,,,,0,1,1,1,0,10,10,11,742.2926983,744.2924882,a,1,0.7204535,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.155643688,1,incongruent,YELLOW,blue,d,distractors/3.wav,,,,,0,1,1,1,0,11,11,39,746.8077923,748.8071362,d,1,0.9325523,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.500798324,1,incongruent,BLUE,green,s,distractors/1.wav,,,,,0,1,1,1,0,12,12,18,751.3061279,753.3056876,s,1,0.8272937,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.361479091,1,congruent,GREEN,green,s,distractors/1.wav,,,,,0,1,1,1,0,13,13,17,755.8213837,757.8208599,s,1,0.558385,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.973471425,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,0,1,1,1,0,14,14,1,760.3196866,762.3193628,d,1,0.6751457,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.566650633,1,incongruent,GREEN,yellow,f,distractors/3.wav,,,,,0,1,1,1,0,15,15,0,764.8180359,766.8185852,f,1,0.7831607,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.814062715,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,0,1,1,1,0,16,16,36,769.3020211,771.3018098,d,1,1.2288897,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.067305336,1,incongruent,BLUE,yellow,f,distractors/3.wav,,,,,0,1,1,1,0,17,17,26,773.8018696,775.8018228,f,1,0.7233689,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.666141953,1,congruent,RED,red,a,distractors/2.wav,,,,,0,1,1,1,0,18,18,3,778.2969996,780.2961039,a,1,0.4965424,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.767680624,1,congruent,BLUE,blue,d,distractors/3.wav,,,,,0,1,1,1,0,19,19,32,782.7955017,784.7950936,d,1,0.7637603,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.483274464,1,congruent,YELLOW,yellow,f,distractors/1.wav,,,,,0,1,1,1,0,20,20,24,787.3114824,,f,1,0.6150112,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.211743172,1,congruent,YELLOW,yellow,f,distractors/2.wav,,,,,0,1,1,1,0,21,21,38,791.8257964,793.8256078,f,1,0.6351883,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.090889572,1,congruent,RED,red,a,distractors/3.wav,,,,,0,1,1,1,0,22,22,41,796.3241839,798.3238225,a,1,0.6804467,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.900567422,1,congruent,BLUE,blue,d,distractors/2.wav,,,,,0,1,1,1,0,23,23,30,800.8395546,,d,1,0.761451,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.330833954,1,incongruent,BLUE,yellow,f,distractors/4.wav,,,,,0,1,1,1,0,24,24,5,805.3548594,807.3539819,f,1,0.8304773,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.164948028,1,congruent,GREEN,green,s,distractors/4.wav,,,,,0,1,1,1,0,25,25,23,809.8697513,811.869377,s,1,0.7028773,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.492685632,1,congruent,RED,red,a,distractors/4.wav,,,,,0,1,1,1,0,26,26,27,814.3694955,816.3691668,a,1,0.5333374,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.04164908,1,incongruent,RED,yellow,f,distractors/4.wav,,,,,0,1,1,1,0,27,27,2,818.8692168,820.8695802,f,1,0.8338752,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.128195372,1,incongruent,YELLOW,red,a,distractors/3.wav,,,,,0,1,1,1,0,28,28,35,823.3652026,825.3649023,a,1,0.7856366,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.42490795,1,congruent,GREEN,green,s,distractors/2.wav,,,,,0,1,1,1,0,29,29,4,827.8633436,829.8631623,s,1,0.676281,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.733185206,1,incongruent,GREEN,blue,d,distractors/4.wav,,,,,0,1,1,1,0,30,30,28,832.378915,834.3782773,d,1,0.9115698,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.144418396,1,congruent,GREEN,green,s,distractors/1.wav,,,,,0,1,1,1,0,31,31,43,836.8773269,838.8765115,s,1,0.7316695,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.231567411,1,congruent,GREEN,green,s,distractors/4.wav,,,,,0,1,1,1,0,32,32,8,841.4089913,843.4086784,s,1,0.641702,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.295023129,1,incongruent,BLUE,red,a,distractors/1.wav,,,,,0,1,1,1,0,33,33,37,845.9247207,847.9239188,a,1,0.7070259,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.329333187,1,incongruent,YELLOW,green,s,distractors/2.wav,,,,,0,1,1,1,0,34,34,6,850.422784,852.422083,s,1,0.7947899,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.108398141,1,incongruent,RED,green,s,distractors/1.wav,,,,,0,1,1,1,0,35,35,14,854.9378445,856.9370308,a,0,0.6414479,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.25539718,1,congruent,YELLOW,yellow,f,distractors/1.wav,,,,,0,1,1,1,0,36,36,45,859.4365318,861.4363636,f,1,0.8629739,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.196366522,1,incongruent,GREEN,red,a,distractors/1.wav,,,,,0,1,1,1,0,37,37,9,863.9199392,865.9200165,a,1,0.7226839,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.713195007,1,congruent,GREEN,green,s,distractors/2.wav,,,,,0,1,1,1,0,38,38,10,868.4365794,,s,1,0.8100603,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.034332485,1,incongruent,YELLOW,red,a,distractors/2.wav,,,,,0,1,1,1,0,39,39,13,872.9483948,874.9478266,a,1,0.5708752,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.324070625,1,congruent,YELLOW,yellow,f,distractors/3.wav,,,,,0,1,1,1,0,40,40,15,877.4471132,879.4462732,f,1,0.8436923,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.107154682,1,incongruent,BLUE,green,s,distractors/3.wav,,,,,0,1,1,1,0,41,41,33,881.961801,883.9611716,s,1,0.8748967,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.776926078,1,incongruent,GREEN,blue,d,distractors/4.wav,,,,,0,1,1,1,0,42,42,22,886.460615,888.4599484,d,1,0.7350785,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.087696882,1,incongruent,RED,green,s,distractors/3.wav,,,,,0,1,1,1,0,43,43,47,890.9756348,892.9755443,s,1,0.9908224,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.340063562,1,congruent,YELLOW,yellow,f,distractors/3.wav,,,,,0,1,1,1,0,44,44,12,895.491036,897.4904482,f,1,0.8678888,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.522476173,1,incongruent,RED,blue,d,distractors/1.wav,,,,,0,1,1,1,0,45,45,20,899.9888136,901.9888297,s,0,0.6922159,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.813514666,1,incongruent,GREEN,red,a,distractors/3.wav,,,,,0,1,1,1,0,46,46,40,904.4877558,906.4872025,a,1,1.0877015,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b2,stroop_trial_condtions/b2.xlsx,0.50307865,1,incongruent,YELLOW,green,s,distractors/4.wav,,,,,0,1,1,1,0,47,47,19,908.9703608,910.9703554,s,1,1.3701912,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b3,stroop_trial_condtions/b1.xlsx,0.936669537,0,incongruent,GREEN,yellow,f,distractors/silence.wav,,,,,0,2,2,2,0,0,0,34,984.5942631,986.5933312,f,1,1.0713878,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b3,stroop_trial_condtions/b1.xlsx,0.583196525,0,congruent,BLUE,blue,d,distractors/silence.wav,,,,,0,2,2,2,0,1,1,44,989.1094384,991.1085531,d,1,1.2573535,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b3,stroop_trial_condtions/b1.xlsx,0.63243718,0,incongruent,RED,blue,d,distractors/silence.wav,,,,,0,2,2,2,0,2,2,19,993.6242756,995.6237964,d,1,0.877053,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b3,stroop_trial_condtions/b1.xlsx,0.971858016,0,congruent,RED,red,a,distractors/silence.wav,,,,,0,2,2,2,0,3,3,0,998.1396204,,a,1,0.8355579,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b3,stroop_trial_condtions/b1.xlsx,0.830948331,0,incongruent,BLUE,green,s,distractors/silence.wav,,,,,0,2,2,2,0,4,4,46,1002.655184,1004.655408,s,1,0.6574777,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
b3,stroop_trial_condtions/b1.xlsx,0.733681542,0,incongruent,BLUE,green,s,distractors/silence.wav,,,,,0,2,2,2,0,5,5,15,1007.138626,1009.138771,s,1,0.7011626,P15,2023-06-26_15h45.04.209,StroopExp,2022.2.5,59.12181636
